classifieds_unique_listing_id,text_stop_stem,label1,label2,label3
class_u_0000001095,apricot canari unsex relat apricot canari ea season pick padburi,0,0,0
class_u_0000001097,babi budgi sale baggi budgi sail babi budgi sale dollar,0,0,0
class_u_0000001099,chicken sale hen sale rooster organ grain feed grass feed call text,0,1,NA
class_u_0000001101,bird bundl white zebra finch femal white cream zebra finch male silver button king quail dark vader king quail lot,0,NA,0
class_u_0000001104,alexandrin breed pair alexandrin breed pair healthi bird pair contact pick narr warren,0,0,0
class_u_0000001108,chicken breed pol price start breed pick carlisl river pic chook,0,1,NA
class_u_0000001109,femal eclectus parrot parent rais aviari bird month eat veg fruit pellet seed handl bit tame person firm text call email,0,0,0
class_u_0000001111,pet rooster pet rooster free home approxim month contact toni,0,1,NA
class_u_0000001114,sea green parrot finch sale sea green parrot finch sale ono,0,0,0
class_u_0000001115,babi handtam week babi boy opalin clearw parent worm happi healthi ipswich,0,0,0
class_u_0000001124,bird cage brand unus bird cage paid huge bowl stand sell due move bird,1,0,0
class_u_0000001126,bird chicken sale price beauti budgi sale beauti chicken sale beauti hen call weekend,0,NA,NA
class_u_0000001128,fertil chook egg fertil egg sale half dozen pure silver lace wyandott pure seabright nake neck mix slw slw pick texa qld post buyer expens,0,1,NA
class_u_0000001130,semi tame insepar male weiro insepar pair sibl mail weiro ador semi moder tame aviari seper partner time sold pair sms call faster communic,0,0,0
class_u_0000001131,turquoisin hen sale turquoisin hen sale standard green colour parent produc yellow opalin normal rais avairi,0,0,0
class_u_0000001132,budgi babi blue budgi aviari rais handl week week sold brand cage extra cage photo,0,0,0
class_u_0000001149,hand rear eclectus mths cage hand rear eclectus month beauti cage play top top cage door regret sale week brought june lone weekend think current anim commit love time deserv beauti boy healthi fed mix plain colour pellet seed fresh fruit veg water love strawberri sweet corn beauti cage play perch top love sit perch top stainless bowl food water tray play pull easi clean ladder climb insid cage stsinless bowl food water brought breathabl fruit holder tray toy insid cage arch swing perch stick perch pellet week worth famili love cuddl spend time kiss pretti boy demand want time effort love trust defin develop learn price bird cage accessori list pick brooklyn park,0,0,0
class_u_0000001155,budgerigar pair recess pi par ressiv pi sky blue rec cock green rec hen hen fertil mum,0,0,0
class_u_0000001157,lovebird peachfac turq violet cinnamon unsex aviari bird,0,0,0
class_u_0000001160,pair cuban finch love pair cuban finch,0,0,0
class_u_0000001167,pigeon sale male yrs colour happi healthi bird vaccin worm contact anytim time,0,1,NA
class_u_0000001176,gold finch gold finch male femal red factor canari,0,0,0
class_u_0000001178,white crest pigeon white crest pigeon black feather ph ooi,0,1,NA
class_u_0000001182,bird food male cockatiel cage food treat pick,1,0,0
class_u_0000001184,bird avàiri apróx àçç déep deliv,1,0,0
class_u_0000001187,babi love bird cage week train doesn bite dollar,0,0,0
class_u_0000001192,babi hand rais cockatiel hand rais friend babi cockatiel eat mite lice worm treat brand cage extra contact,0,0,0
class_u_0000001193,tame babi bird budgi friend handrais babi budgi tame train kid love cuddl sit hand shoulder varieti colour choos friend famili rais budgi bite teen adult budgi blue yellow green grey white mix colour seed cage play handl purchas friend easi handl photo updat regular bird photo price firm locat stephen st blacktown experienc breeder train tip advic extrem healthi look play choos person suit,0,0,0
class_u_0000001197,cockatiel sell white pearl pie split oliv sex month aviari bird hand tame qualiti bird,0,0,0
class_u_0000001203,split lorikeet rainbow lorikeet split blue front sold,0,0,0
class_u_0000001205,plumhead finch pair beauti plumhead finch pair strike bird gorgeous purpl plumag vibrant stripe belli cheeki person endless energi finch perfect breed enthusiast plumhead finch pair finch fed vari diet consist type fresh food fresh fruit veget vitamin miner supplement bird rais qualiti seed crumbl fruit veget meet feather friend question call click reveal bird visit victorian bird compani shaft court hopper cross,0,0,0
class_u_0000001208,bird cage medium sturdi bird cage metal construct plastic tray cm cm wide cm deep condit phone text messag,1,0,0
class_u_0000001210,white cockatiel beauti quiet white cockatiel cheaper teralba,0,0,0
class_u_0000001212,stubbl quail want femal male locat spreyton devonport travel,0,1,1
class_u_0000001216,incub green incub white incub,1,0,0
class_u_0000001218,beauti galah month sale galah month hand breeder chirpi hand tame left past week love owner tameabl gender unknown sell cage food requir silli offer time waster,0,0,0
class_u_0000001221,doubl budgi nest box assembl nail solid strong concav egg,1,0,0
class_u_0000001223,pie budgi chanc buy stun bird juli sold aivari breed male age month month stun mix color chang adult color brighter yellow,0,0,0
class_u_0000001225,bird cage bird cage water seed holder swing extra rod mint condit sell due origin bought cage bargain,1,0,0
class_u_0000001232,opal canari lot choos opal fantast qualiti whistler,0,0,0
class_u_0000001233,breed pigeon pigeon,0,1,NA
class_u_0000001237,breed pair cockatiel cage breed pair cockatiel cage breed box feeder water bond pair prepar nest male white femal white pie brown wing settl breed season ono buyer text call sam,0,0,0
class_u_0000001239,zebra finch sale zebra finch sale petfood wire sale petfood wire sale special pigeon poultri parrot address unit seton road moorebank call happi enquiri,1,0,0
class_u_0000001250,breed cabinet budgi melamin easi clean slide tray assembl screw strength durabl unit,1,0,0
class_u_0000001251,free stand bird stand coffe tabl galah action loung width cm depth cm height cm,1,0,0
class_u_0000001254,bird wire sale bird wire,1,0,0
class_u_0000001255,black bird cage black bird cage brand ideal buddi canari finch parrot,1,0,0
class_u_0000001258,cheap male budgi oliv green male budgi chang adult color left bird sold saturday juli return aivari breed spring summer chanc buy,0,0,0
class_u_0000001263,doubl factor spangl male budgi breeder club rung budgi direct breeder doubl factor spangl male gear bloodlin bond doubl factor spangl white hen separ list bred ethic sell http bmbudgi weebli text stephen,0,0,0
class_u_0000001264,alexandrin alexandrin male hand rais friend,0,0,0
class_u_0000001265,caneri bird,0,0,0
class_u_0000001269,semi tame rainbow lorikeet beauti lorikeet home semi tame step month male readi breed,0,0,0
class_u_0000001273,hand rais budgi beauti hand rais budgi readi forev home,0,0,0
class_u_0000001275,aussi english budgi adult english aussi breed budgi sale english aussi type bird month male femal sell breed stock qualiti bird avail rang colour bird bird note bird pictur anymor bird pick heap colour mutat pick call messag pm gumtre messag,1,0,0
class_u_0000001276,clearw opalin budgi bird moment yf clearw clearw dilut gf opalin split clearw rainbow breed bird week month pick dapto moorebank freight,0,0,0
class_u_0000001281,hand rear week ecki hen sale wean week ecki hen hen hand rear week age vetafarm necocar wean fresh fruit veggi sprout seed vetafarm pellet bird kid pet friend bird readi forev home pick auburn,0,0,0
class_u_0000001282,babi budgi babi budgi week ea,0,0,0
class_u_0000001283,love bird albino love bird sale call,0,0,0
class_u_0000001289,canari varieti sale varieti canari sale petfood wire sale male canari whistler femal canari whistler petfood wire sale special pigeon poultri parrot address unit seton road moorebank call happi enquiri,0,0,0
class_u_0000001292,budgi pair nice pair budgi readi breed pickup ellenbrook,0,0,0
class_u_0000001293,ringneck sale varieti ringneck sale crystal pet suppli crystal pet suppli rooti hill road north trade mon fri pm saturday pm sunday close crystal pet suppli pet enquiri contact happi assist,0,0,0
class_u_0000001294,weiro nest box assembl nail strong solid ladder slide door,1,0,0
class_u_0000001297,pigeon sale pigeon sale,0,1,NA
class_u_0000001304,babi budgi season babi budgi worm mite free fed healthi diet handtam choos ipswich,0,0,0
class_u_0000001312,hen rooster rooster hen lay egg,0,1,NA
class_u_0000001313,parrot nest box assembl nail solid strong slide door suitabl ringneck similar size parrot,1,0,0
class_u_0000001318,bird cage condit bird cage suitabl bird clean valuabl accessori imag easi dissembl fit sedan car size xx bukit wheel easi reloc,1,0,0
class_u_0000001320,babi eclectus week babi eclectus,0,0,0
class_u_0000001321,muscovi duck muscovi duck male femal month hand fed friend sell,0,1,0
class_u_0000001322,want femal canari want femal canari prefer red factor mosaic recent death hen meant ve male mate come season pay extra qualiti club rung bird jame,0,0,1
class_u_0000001325,pigeon uniqu opportun buy ve decid sell amount pmv vaccin bird vet sell cost dollar size sold virus dead kill bird transmit pigeon vicin wild dove peopl won high contagi massiv take race pigeon join bird whilst fli air land bird take transmit dose cover bird mth bird cost dose loos flyer breeder,0,1,NA
class_u_0000001329,gloster canari crest crest femal male whistler,0,0,0
class_u_0000001335,hand rais budg week white blue white red eye,0,0,0
class_u_0000001337,german roller canari german roller canari soft whistler pair,0,0,0
class_u_0000001344,want power owl ninox strenua want hire buy offer research integr pest manag fruit bat hand rear,0,0,1
class_u_0000001345,cinnamon guinea fowl pair readi breed excel condit pair call text,0,1,0
class_u_0000001349,blue head tail cock blue headtail ringneck cock rise yrs readi bred mid north coast nsw nabiac,0,0,0
class_u_0000001353,peachfac blackmask sale price reduc adult normal black mask peachfac sale femal blackmask male peachfac bird look fed fresh fruit veg bird tame,0,0,0
class_u_0000001354,extra bird cage extra bird cage divid condit dimens height deep suit larger bird macaw divid divid hous separ set bird cage disassembl,1,0,0
class_u_0000001356,fertil egg barneveld sussex dozen,0,1,NA
class_u_0000001358,proven breed pair lutino hen oliv cinnamon split lutino male proven breed pair lutino scaley hen month pair month oliv cinnamon split lutino male dna sex firm,0,0,0
class_u_0000001360,budgi breed cut budgi readi breed worm mite free super healthi fed vitamin veggi provid box box pay ipswich,0,0,0
class_u_0000001365,blue gold macaw blue gold macaw femal hand time week sale,0,0,0
class_u_0000001367,handrear babi budgi handrear male babi budgi week love tame worm mite treat kid friend,0,0,0
class_u_0000001374,highflyer femal male call detail,0,1,NA
class_u_0000001378,conur breed pair green cheek conur matur bond proven breed pair pair green yrs doubl clutch breed season pair nest box home aviari,0,0,0
class_u_0000001382,japanes quail japanes quail sale varieti color approxim month egg layer warmer month femal healthi look,0,1,0
class_u_0000001383,want want quail want quail,1,0,1
class_u_0000001385,cage size cage black flat cage parrot cage,1,0,0
class_u_0000001396,hand rais babi lovebird hand rais lovebird sale sex,0,0,0
class_u_0000001399,gouldian finch gouldian finch cock bird lot,0,0,0
class_u_0000001403,massiv rang bird day day monday saturday pm sunday central pet aquarium orcam lane rooti hill south opposit petrol station call,1,0,0
class_u_0000001406,chicken pen lay hen food hay includ chicken coop perfect chicken beauti friend tame lay hen provid egg day extream friend children wonder natur,1,0,0
class_u_0000001410,indian ringneck indian ringneck sale hand tame yellow femal blue male sell cage add,0,0,0
class_u_0000001414,bill corella norman rehom bill corella norman male dna behav male wrong norman love fellow love attent kiss share cup tea morn limit vocabulari blow kiss chang ill wheelchair bound hate famili heavi heart norman home happier aviari girlfriend live transit live warmer month cage feel free contact offer norman love forev home cautious,0,0,0
class_u_0000001421,babi cockatiel hand rear folk pretti love hand rear cockatiel grey yellow pie yellow cinnamon don delay call brian birdman rhys court torquay qld,0,0,0
class_u_0000001422,beauti babi budgi beauti colour babi budgi nest perfect age train eat seed readi healthi bird nice colour discount take call text jack,0,0,0
class_u_0000001428,femal white wing spit cinnamon galah white wing galah spit cinnamon lost mate day readi breed,0,0,0
class_u_0000001430,want black heart finch pair black heart finch,0,0,1
class_u_0000001434,babi cockatiel babi male cockatiel nest week quiet pet handl hand rais,0,0,0
class_u_0000001435,cockatiel cockatiel averi bird hardi,0,0,0
class_u_0000001436,doubl factor spangl hen budgi breeder club rung budgi direct breeder doubl factor spangl male gear bloodlin bred size ethic sell http bmbudgi weebli text stephen,0,0,0
class_u_0000001437,rooster rooster month,0,1,NA
class_u_0000001439,cockatiel sale femal lutino cockatiel bond breed cockatiel pair grey male pearl femal pair aviari bird hand rais tame prefer pick wattamondara nsw minut cowra nsw,0,0,0
class_u_0000001442,femal budgi sell femal budgi green yellow bred month,0,0,0
class_u_0000001443,hen roo bar aracana roo bar aracana hen pompom head fluffi cheek trio red hen rir isa yr ea pullet month rough lay ea clearer pic advertis,0,1,NA
class_u_0000001444,budgi budgi mix colour locat northam,0,0,0
class_u_0000001445,babi galah swapp cocki gorgeous babi month babi galah swapp babi tame clip wing keep cage indoor bird socialis day healthi fed vet farm palett fresh fruit seed sprout nut vedg talk want swapp babi cockatoo text,0,0,0
class_u_0000001446,scali lorikeet scali lorikeet sale pair breed age month bird email ring,0,0,0
class_u_0000001447,beauti rosa bourk parrot rosa red eye femal fledg valentin day lot cream wing swap male breed age male rosa sell text,0,0,0
class_u_0000001448,red tail black cockatoo femal red tail black cockatoo don time love home time love beauti natur love cuddl scratch hard decis advertis want rememb advanc wildlif licens appli onlin,0,0,0
class_u_0000001453,bird sale breed pair opalin turquois parrot spare hen breed pair rose bourk hen normal cock bird breed pair scarlet chest parrot pair european yellow gouldian normal gouldian start colour cinnamon star pair white head nun pair doubl bar pair california quail hen,0,NA,0
class_u_0000001462,bond kakariki pair pair healthi readi breed nice colour,0,0,0
class_u_0000001464,rooster rooster bantam golden silki,0,1,NA
class_u_0000001467,wtb indian ringneck buy indian ringneck month don care colour prefer male,0,0,1
class_u_0000001469,finch tri colour parrot finch pair tri colour parrot finch cock red face parrot finch cock uncolour gouldian,0,0,0
class_u_0000001475,bantam bantam solid black black gold leakag,0,1,NA
class_u_0000001477,japanes quail japanes quail approx week hen readi lay egg sold trio femal male pair femal male singl male singl femal,0,1,0
class_u_0000001482,peacock peahen peacock peahen sale yo sexual matur male beauti tail proven father yo sexual matur peahen proven mother peacock unrel peacock month peacock sell separ,0,1,0
class_u_0000001483,cocktail pair healthi cocktail bond pair readi breed colour pair,0,0,0
class_u_0000001490,hand rais blue gold macaw super friend hand rais macaw rehom hand rais tame macaw dna certif male month wean start talk bit messag friend parrot love scratch sit quiet lap har train,0,0,0
class_u_0000001491,gouldian finch gouldian finch juvenil st photo guid colour colour offer set price,0,0,0
class_u_0000001495,bird aviari steelchief bird aviari deep wide front door cm cm steel mesh line front easi nest fix condit pick hoddl creek ll trailer due size panel assembl disassembl pick,1,0,0
class_u_0000001497,pigien quick sale pigien quick sale,0,1,NA
class_u_0000001500,cocki parrot bird cage cage ladder top cage pick melton,1,0,0
class_u_0000001502,friend rainbow lorikeet friend rainbow lorikeet month call detail,0,0,0
class_u_0000001503,turkey poult day unsex heat take water gamebird starter mother white femal sell lot,0,1,0
class_u_0000001504,bird aviari sale bird averi xx mm pick glenelg north call haydn,1,0,0
class_u_0000001505,patio aviari condit,1,0,0
class_u_0000001513,want budgi babi budgi,0,0,1
class_u_0000001517,guinea fowl guinea fowl grown readi home bird accept crew,0,1,0
class_u_0000001520,conur crimson belli nanday crimson belli yo nanday yo,0,0,0
class_u_0000001533,gouldian finch nest box assembl nail solid strong shape door top special,1,0,0
class_u_0000001534,bird cage type bird hole budgi bird cage type bird hole budgi,1,0,0
class_u_0000001535,free mascovi duck pick duck,0,1,0
class_u_0000001536,eclectus ecluct male sell month tame call,0,0,0
class_u_0000001543,budgi budgi pet,0,0,0
class_u_0000001549,hand tame conur sell hand tame conur pineappl green check cinnamon green check haven don time due anim sold bond dna sex knowledg home,0,0,0
class_u_0000001555,quail week week pickup bacchus marsh,0,1,0
class_u_0000001563,alexandrin alexandrin parrot hand rear sit ya shoulder pic pick ono,0,0,0
class_u_0000001566,babi budgi beauti solid yellow colour lutino babi budgi red eye week sms leav messag bring cage collect,0,0,0
class_u_0000001567,whistl goldfinch mule sale gold finch mule sing goldfinch song info contact eddi,0,0,0
class_u_0000001571,want pigeon sale pigeon sale healthi flier inform call,0,1,NA
class_u_0000001574,bon bird select,1,0,0
class_u_0000001577,green gold male budgi rough beauti boy semi tame wing clip step sit shoulder,0,0,0
class_u_0000001579,aviari cage breed hold cage suitabl hold breed bird finch perch easili remov facilit catch divid divis etern water feeder rook lift floor tray aid clean requir pic,1,0,0
class_u_0000001587,wtb bird want bird sun conur hen palehead hen blue bonnet hen hope ph pair tassi green trade,0,0,1
class_u_0000001588,budgi ador bird search home play colour beauti uniqu suitabl age train special gift perfect companion text,0,0,0
class_u_0000001590,barless pigeon barless pigeon plenti choos ea size bird call text,0,1,NA
class_u_0000001594,chicken issa brown month commenc lay issa brown chicken month,0,1,NA
class_u_0000001597,budgi sale healthi budgi sale pair photo home leav text messag didn pick phone,0,0,0
class_u_0000001603,green fisher livebird week handrais unsex readi home pick primbe text,0,0,0
class_u_0000001605,chatter lori chatter lori male,0,0,0
class_u_0000001611,budgi breed pair bond violet pie male yf spangl budgi bond pair male violet white pie femal yellow blue spangl bird green carri green bird month bond readi breed size bird worm regulari sell breed box seed cage bird hard buy bird pair guy pair,1,0,0
class_u_0000001620,frill canari frill canari make femal nice healthi bird,0,0,0
class_u_0000001621,want sea green parrot finch want buy pair sea green parrot finch werribe,0,0,1
class_u_0000001623,eclectus parrot parent rear male femal month matur male sold partner bird cairn sold licenc requir call,0,0,0
class_u_0000001624,budgi babe love babe readili train week,0,0,0
class_u_0000001625,canari sale sale breeder exhibitor red factor red black rose mosaic border helpful advic beginn call pm,0,0,0
class_u_0000001630,bird feeder hand wooden surf shop bird feeder,1,0,0
class_u_0000001631,lovebird nest box assembl nail strong solid compart,1,0,0
class_u_0000001635,budgi sale budgi left mths bird photo lf sold castl hill bird sale week wont,0,0,0
class_u_0000001641,orang male canari season babi start voic male orang canari pickup craigieburn bring box cage ph,0,0,0
class_u_0000001649,handi cage bird choos read ad call price choos text email don email everyday call quick answer buy cage babi bird deal don cage size door condit clean nice strong carport sun rain choos want cage choos pic black squar mm mm mm nice door pic black cage stand remov car door top fit bird car pic handi mini aviari cage metal door slide door bird guinn pig babi chicken rabbit ferret rat car pic green colour size fit canari budgi finch brand carri cage pic ideal tame handrais bird brand white colour top pic glass aquarium item feeder glass aquarium fish mice aquarium keep handrais babi bird lid special husband ad want handrais babi babi bird price cage mention meet age bond pls ute trailler want cage locat kenwick call,1,0,0
class_u_0000001650,babi budgi babi budgi,0,0,0
class_u_0000001661,red paint finch red paint finch nest sale start colour ea pictur illustr purpos,0,0,0
class_u_0000001670,male orang canari male orang canari sale,0,0,0
class_u_0000001671,silki rooster free home rooster free pick cook,0,1,NA
class_u_0000001673,vorwork vorwork chick week,0,1,NA
class_u_0000001676,babi budgi babi budgi yellow powder blue,0,0,0
class_u_0000001680,zebra finch zebra finch sale lot,0,0,0
class_u_0000001681,corella parrot bird avairi bred learn talk month,0,0,0
class_u_0000001683,cockatiel sale aviari cockatiel sale pair assort colour price firm hold phone email text,0,0,0
class_u_0000001685,budgi varieti love budgi colour text messag gumtre messag ring mobil,0,0,0
class_u_0000001688,cage black stand bird cage ideal bird mobil stand excel condit,1,0,0
class_u_0000001690,yellowfac fischer pair sell pair femal yellowfac male red face base pelvic test sex pu mundar sell due health theyr yrs haven bred,0,0,0
class_u_0000001691,guin fowl guini fowl sale approxim month sex ea txt messag,0,1,0
class_u_0000001692,cockatiel cage babi breeder price start heap cage condit male femal proven breeder healthi choic colour teralba,0,0,0
class_u_0000001700,pair parrot pr regeant pr yellow kakariki yng bird health want sun conur hen aviari rais palehead eastern ck,0,0,NA
class_u_0000001701,blue ringneck brought hand rear flighti want wing clip time suit avairi want paid swap bird pay cash differ depend sort bird licenc,0,0,0
class_u_0000001711,canari cage green colour canari pie colour canari yellow colour canari size cage canari,0,0,0
class_u_0000001712,semi tame cockatiel lutino cockatiel male cockatiel absolut love grey cockatiel semi tame sit shoulder arm bit nippi cage beauti bird qualiti bird food treat grey cocktail yellow healthi bird love home,0,0,0
class_u_0000001713,bird cage bird cage suit bird pick balga swap red white canari,1,0,0
class_u_0000001714,pale head rosella male born sex unknown left nest averi rear breed call tex take respond email,0,0,0
class_u_0000001719,galah cage sale femal galah sale yong tame miss wig feather tael feather due male galah pick verri sweet cute metal wire cage cage extra stick trailer cage rememb bring cat carrier dark box call messag respond messag,0,0,0
class_u_0000001722,pineappl conur sale pineappl conur petfood wire sale pair note pineappl conur pair petfood wire sale special pigeon poultri parrot address unit seton road moorebank call happi enquiri,0,0,0
class_u_0000001724,breed pair musk lorikeet breed pair musk lorikeet matur bond pair proven breeder yrs doubl clutch breed season pair pair nest box home aviari,0,0,0
class_u_0000001725,rainbow lorikeet rainbow lorikeet cage,0,0,0
class_u_0000001726,parrot cage parrot cage base sell,1,0,0
class_u_0000001730,budgi sale pair budgi sale pair pick page,0,0,0
class_u_0000001733,want hand tame budgi cockatiel hand tame budgi cockatiel daughter birthday babi fine tame doesn time feather friend home text email,0,0,1
class_u_0000001737,male femal rosella male femal rosella bird bath nest box pair produc call mark,0,0,0
class_u_0000001741,pair budgi femal readi lay dilut opalin hen clearw male bond pair budgi approx month bird tame pair bird pick kellyvill contact gumtre messag sale brand medium size bird cage want buy cage cage box bird home bird worm spray mite hold,0,0,0
class_u_0000001743,fruit nut lollipop bulk buy deal fruit nut lollipop https www facebook birdandfishplac bird fish lewi wattl grove day monday saturday till sunday till,1,0,0
class_u_0000001747,ringneck breed box ringneck breed box pick strathfield contact,1,0,0
class_u_0000001750,race pigeon,0,1,NA
class_u_0000001754,week babi budgi north brisban babi budgi dark eye clearw quiet calm person perfect age tame rais seed fresh food wing clip father opalin spangl mother creamino readi forev home juli question feel free,0,0,0
class_u_0000001774,babi budgi sale beauti babi budgi bit sex male aviari bird handl nest locat st clair bring cage box,0,0,0
class_u_0000001775,pigeon free lime stoke,0,1,NA
class_u_0000001780,want buy hand rais galah galah hand rais buy hand rais galah galah hand rais experienc hand rais bird love home cage price prefer bird locat allora toowoomba warwick close town call,0,0,1
class_u_0000001784,race pigeon pigeon,0,1,NA
class_u_0000001789,japanes coturnix quail love placid bird fight femal male month month sell individu locat minut penrith nsw,0,1,0
class_u_0000001791,male budgi cage male budgi cage stand includ extra includ email,0,0,0
class_u_0000001797,alexandrin parrot femal approx,0,0,0
class_u_0000001798,cage sale firm sell cage condit firm negoti time wast,1,0,0
class_u_0000001799,eclecctus femal eclectus month,0,0,0
class_u_0000001808,bird cage free med size heavi duti cage tray sit top cage photo roller worn,1,0,0
class_u_0000001818,breed pair indian ring neck parakeet parrot bird violet beauti pair indian ring neck femal male bond femal spend lot time nest box sell equip knowledg financ hand rais irn outcom pair love dear femal love carrot pic male love walnut love cucumb capsicum nastuertian veggi eat fruit banana male miss claw foot happen babi sibl genet breed pure violet aviari bird aren tame don speak giggl laugh occasion emili,0,0,0
class_u_0000001822,df pie hen sale df pie hen friend laid egg pair ve tho mate fertil cage,0,0,0
class_u_0000001825,canari sale want sell love canari travel oversea awhil don care total canari male femal male sing healthi tame colour sell individu cage includ messag,0,0,0
class_u_0000001827,albino babi budgi femal albino budgi month nest,0,0,0
class_u_0000001828,budgi month breed pair lot colour base price ordinari bird colour extra,0,0,0
class_u_0000001831,babi budgi beauti babi budgi week hand tame male femal fed qualiti seed green vegi calcium iodin vitamin veey activ healthi separ,0,0,0
class_u_0000001832,budgi sale mix age ea budgi sale mix age ea bird standard colour pick cambridg garden nsw call brendan,0,0,0
class_u_0000001836,unwant bird unwant bird love home bird care send messag ill happi love home,0,0,1
class_u_0000001840,bssa budgerigar societi south australia bssa budgerigar societi south australia establish join meet peopl learn breed keep beauti australian exhibit budgerigar budgi popular pet world popular parakeet world varieti varieti globe meet tuesday month sturt street citi adelaid start inform call,1,0,0
class_u_0000001841,black head caiqu pair black head caiqu advertis son phone mark,0,0,0
class_u_0000001842,bird cage bird cage stand wheel condit,1,0,0
class_u_0000001851,hand rais femal eclectus girl month babi food night babi eat sprout seed mix fruit snd veget peach mix beauti bird live cooroy phone,0,0,0
class_u_0000001855,budgi sale babi budgi nice colour,0,0,0
class_u_0000001858,chicken pen chicken pen pen piec make mtrs renov happen,1,0,0
class_u_0000001863,iranian serbian highflyer pigeon huge wing femal hen silver iranian serbian highflyer pigeon huge wing femal hen silver,0,1,NA
class_u_0000001864,pair java sparrow breed pair java sparrow pick riverston nsw pick pick swap bar shoulder hen red collar hen lop ear male reptil,0,0,0
class_u_0000001866,lutino scaley breast lorikeet purchas hand rear bird month ago bossi decid sell home month sex tame potenti timid bird nest,0,0,0
class_u_0000001878,polish bantam chick polish bantam beauti soft natur kid lay size egg size unsex,0,1,NA
class_u_0000001879,golden wyandott rooster absolut stun rooster perfect breed month,0,1,NA
class_u_0000001881,jap quail hen check photo advertis facebook fluffi butt chicken grandchest,0,1,0
class_u_0000001883,bond kakariki pair pair healthi kakariki pair readi breed pair,0,0,0
class_u_0000001884,red phase duski lorikeet hen cock relat firm sale red phase duski lorikeet hen cock relat certif firm excel health feather colour beauti lorikeet pick weston phone ron,0,0,0
class_u_0000001885,male jap quail male jap quail brown,0,1,0
class_u_0000001897,hand rais cockatiel readi week hand rais unsexd cockatiel readi week pm interest pick edmonton cairn,0,0,0
class_u_0000001900,bird box bird box box,1,0,0
class_u_0000001901,avairi budgi sale adult budgi varieti colour pick cobram,0,0,0
class_u_0000001902,want want hand rais lovebird babi hand rais lovebird set wait babi,0,0,1
class_u_0000001903,male rosa burk male rosa burk,0,0,0
class_u_0000001907,want lost bird mate chilli lost pls,0,0,0
class_u_0000001913,macaw bird male femal macaw train friend seper,0,0,0
class_u_0000001914,pair bourk parrot readi breath pair,0,0,0
class_u_0000001921,super gorgeous hand tame cockatiel sale beauti bird hand tame sell fli total devot son don time harley sold boy pretti girl past experi cockatiel prefer human opposit sex harley famili male femal time sell cage toy includ wing growth harley run hous clip pick don lose,0,0,0
class_u_0000001925,birdcag stand wheel condit bird cage accessori broken collect decept bay,1,0,0
class_u_0000001926,eclectus parrot week male femal feed day readi,0,0,0
class_u_0000001928,indoor bird cage forsal size bird cage excel condit accessori,1,0,0
class_u_0000001930,breed budgi sale gorgeous budgi readi breed sibl tame spent aviari bite hard friend play love green spinach celeri grass lettuc femal blue light yellow male yellow messag hannah,0,0,0
class_u_0000001931,bird cage bird cage suitabl parrot easili separ cage feed perch bowl insid feed water bowl includ perch toy condit deliveri,1,0,0
class_u_0000001939,australop hen layer free rang friend,0,1,NA
class_u_0000001954,breed box sale breed box canari burgess french bird complet nest weather bottl msg call thhx,1,0,0
